council_name,development_type,application_status,application_count,total_development_cost,average_development_cost,latest_source_updated_at
Albury City Council,Alterations and additions to commercial development,Determined,3,183315.0,61105.0,2026-03-22 08:43:47.85
Albury City Council,Alterations and additions to industrial development,Determined,1,25000.0,25000.0,2026-03-28 23:53:30.063
Albury City Council,Alterations and additions to residential development,Determined,3,793615.0,264538.3333333333,2026-03-28 23:48:56.51
Albury City Council,Attached dwelling,Determined,1,2567000.0,2567000.0,2026-03-20 22:48:58.93
Albury City Council,"Balconies, decks, patios, terraces or verandahs",Determined,7,132634.0,18947.714285714286,2026-03-28 23:48:56.51
Albury City Council,Centre based childcare,Determined,1,2000000.0,2000000.0,2026-03-20 23:09:28.533
Albury City Council,Change of use,Determined,1,25000.0,25000.0,2026-03-28 23:53:30.063
Albury City Council,Demolition,Determined,3,1572571.7,524190.56666666665,2026-03-22 07:35:13.337
Albury City Council,Dual occupancy,Determined,2,1133571.7,566785.85,2026-03-20 22:38:38.19
Albury City Council,Dwelling,Determined,17,6679809.13,392929.9488235294,2026-03-28 23:51:38.8
Albury City Council,Earthworks / change in levels,Determined,2,1026900.0,513450.0,2026-03-22 07:35:13.337
Albury City Council,Entertainment facility,Determined,2,3954860.0,1977430.0,2026-03-28 23:43:01.577
Albury City Council,"Garages, carports and car parking spaces",Determined,4,2628679.0,657169.75,2026-03-28 23:48:56.51
Albury City Council,"Garages, carports and car parking spaces",Rejected,1,9985.0,9985.0,2026-03-22 08:33:28.497
Albury City Council,Industrial development,Determined,3,1630747.0,543582.3333333334,2026-03-20 23:24:59.84
Albury City Council,Multi-dwelling housing,Determined,2,3117000.0,1558500.0,2026-03-22 07:35:13.337
Albury City Council,Other,Determined,2,102478.0,51239.0,2026-03-20 22:41:34.867
Albury City Council,Other,Withdrawn,1,1000.0,1000.0,2026-03-20 22:54:42.31
Albury City Council,Pools / decks / fencing,Determined,3,286615.0,95538.33333333333,2026-03-22 08:39:13.33
Albury City Council,Retail premises ,Determined,1,30000.0,30000.0,2026-03-20 22:33:00.467
Albury City Council,"Retaining walls, protection of trees",Determined,3,335901.0,111967.0,2026-03-22 07:37:36.737
Albury City Council,Secondary dwelling,Determined,1,235615.0,235615.0,2026-03-20 22:48:18.92
Albury City Council,Shed,Determined,15,1342573.0,89504.86666666667,2026-03-22 08:40:44.143
Albury City Council,Shed,Rejected,1,36463.0,36463.0,2026-03-22 08:32:26.04
Albury City Council,Shed,Withdrawn,1,31510.0,31510.0,2026-03-28 22:03:11.6
Albury City Council,Signage,Determined,1,30000.0,30000.0,2026-03-20 22:33:00.467
Albury City Council,Stratum / community title subdivision,Determined,2,679000.0,339500.0,2026-03-22 07:35:13.337
Albury City Council,Subdivision of land,Determined,5,1004571.7,200914.34,2026-03-20 23:25:07.033
Albury City Council,Waste and resource management facilities ,Determined,1,5000.0,5000.0,2026-03-20 23:10:27.76
Ballina Shire Council,"Balconies, decks, patios, terraces or verandahs",Determined,1,150000.0,150000.0,2026-03-22 08:11:04.73
Ballina Shire Council,Dwelling,Determined,2,761000.0,380500.0,2026-03-22 08:16:28.52
Ballina Shire Council,"Garages, carports and car parking spaces",Determined,1,150000.0,150000.0,2026-03-22 08:11:04.73
Ballina Shire Council,Pools / decks / fencing,Determined,3,382000.0,127333.33333333333,2026-03-28 21:56:05.503
Ballina Shire Council,"Retaining walls, protection of trees",Determined,1,10000.0,10000.0,2026-03-28 21:56:27.167
Ballina Shire Council,Subdivision of land,Determined,1,0.0,0.0,2026-03-22 08:10:28.12
Bathurst Regional Council,Alterations and additions to commercial development,Determined,1,8000.0,8000.0,2026-03-22 07:39:51.907
Bathurst Regional Council,Alterations and additions to residential development,Determined,3,289090.0,144545.0,2026-03-28 23:48:07.76
Bathurst Regional Council,"Balconies, decks, patios, terraces or verandahs",Determined,1,14000.0,14000.0,2026-03-27 22:40:07.207
Bathurst Regional Council,Demolition,Determined,2,846363.0,423181.5,2026-03-28 23:51:44.907
Bathurst Regional Council,Dual occupancy,Determined,4,2193453.0,548363.25,2026-03-28 23:51:44.907
Bathurst Regional Council,Dwelling,Determined,4,1843100.0,460775.0,2026-03-28 23:52:37.31
Bathurst Regional Council,Earthworks / change in levels,Determined,1,550000.0,550000.0,2026-03-28 21:56:49.683
Bathurst Regional Council,Educational establishment ,Determined,2,35000.0,17500.0,2026-03-28 22:02:41.62
Bathurst Regional Council,Farm buildings,Determined,1,2000.0,2000.0,2026-03-22 07:40:12.243
Bathurst Regional Council,"Garages, carports and car parking spaces",Determined,1,19100.0,19100.0,2026-03-27 22:39:07.837
Bathurst Regional Council,Other,Determined,3,106155.0,35385.0,2026-03-28 23:51:29.993
Bathurst Regional Council,Recreational Uses,Determined,1,35000.0,35000.0,2026-03-22 07:37:52.017
Bathurst Regional Council,"Retaining walls, protection of trees",Determined,1,230000.0,230000.0,2026-03-28 21:56:45.783
Bathurst Regional Council,Secondary dwelling,Determined,1,195996.21,195996.21,2026-03-28 22:03:34.047
Bathurst Regional Council,Shed,Determined,1,17235.0,17235.0,2026-03-22 07:35:05.337
Bathurst Regional Council,Subdivision of land,Determined,2,905453.0,452726.5,2026-03-28 23:51:44.907
Bayside Council,Alterations and additions to commercial development,Determined,1,15000.0,15000.0,2026-03-28 23:29:49.567
Bayside Council,Alterations and additions to industrial development,Withdrawn,1,85000.0,85000.0,2026-03-20 23:16:26.75
Bayside Council,Alterations and additions to residential development,Determined,12,1307903.56,108991.96333333333,2026-03-28 23:48:46.03
Bayside Council,Attached dwelling,Determined,1,844284.0,844284.0,2026-03-22 07:45:37.53
Bayside Council,Attached dwelling,Withdrawn,2,760997.08,380498.54,2026-03-27 22:40:49.957
Bayside Council,"Balconies, decks, patios, terraces or verandahs",Determined,2,622315.0,311157.5,2026-03-20 22:50:36.207
Bayside Council,Centre based childcare,Withdrawn,1,250000.0,250000.0,2026-03-22 07:58:03.27
Bayside Council,Change of use,Determined,2,10000.0,5000.0,2026-03-22 08:11:22.427
Bayside Council,Demolition,Determined,8,5585328.84,698166.105,2026-03-22 07:45:37.53
Bayside Council,Demolition,Withdrawn,1,837904.2,837904.2,2026-03-28 23:48:42.21
Bayside Council,Dual occupancy,Determined,3,2394988.84,798329.6133333333,2026-03-22 07:40:20.687
Bayside Council,Dwelling,Determined,6,3994944.0,665824.0,2026-03-28 23:52:12.14
Bayside Council,Dwelling,Withdrawn,3,2405404.2,1202702.1,2026-03-28 23:48:42.21
Bayside Council,"Garages, carports and car parking spaces",Determined,2,199800.0,99900.0,2026-03-28 23:48:46.03
Bayside Council,Industrial development,Determined,1,450000.0,450000.0,2026-03-27 22:40:01.23
Bayside Council,Mixed use development,Determined,3,149600444.0,49866814.666666664,2026-03-28 23:48:10.24
Bayside Council,Office premises,Determined,1,2500000.0,2500000.0,2026-03-20 23:25:29.9
Bayside Council,Other,Determined,2,4447000.0,2223500.0,2026-03-20 23:07:19.967
Bayside Council,Pools / decks / fencing,Determined,3,3158147.0,1052715.6666666667,2026-03-22 07:40:20.687
Bayside Council,Residential flat building,Determined,2,49200000.0,24600000.0,2026-03-20 23:20:43.09
Bayside Council,"Retaining walls, protection of trees",Determined,1,150000.0,150000.0,2026-03-20 22:50:36.207
Bayside Council,Secondary dwelling,Determined,4,886418.56,221604.64,2026-03-22 08:20:43.81
Bayside Council,Secondary dwelling,Withdrawn,1,150000.0,150000.0,2026-03-20 23:25:14.61
Bayside Council,Shed,Determined,1,15000.0,15000.0,2026-03-20 22:53:37.5
Bayside Council,Shop top housing,Under Assessment,1,24661410.0,24661410.0,2026-03-20 23:20:14.39
Bayside Council,Signage,Determined,1,40000.0,40000.0,2026-03-20 22:39:19.257
Bayside Council,Stormwater management systems,Determined,1,,,2026-03-20 23:25:38.113
Bayside Council,Subdivision of land,Determined,5,3239272.84,647854.568,2026-03-22 07:45:37.53
Bayside Council,Subdivision of land,Withdrawn,1,675997.08,675997.08,2026-03-27 22:40:49.957
Bega Valley Shire Council,Demolition,Determined,1,480000.0,480000.0,2026-03-28 23:52:39.147
Bega Valley Shire Council,Dwelling,Determined,1,480000.0,480000.0,2026-03-28 23:52:39.147
Blacktown City Council,Alterations and additions to commercial development,Determined,4,702914.0,175728.5,2026-03-22 08:43:34.017
Blacktown City Council,Alterations and additions to industrial development,Determined,2,1938045.0,969022.5,2026-03-22 08:31:37.477
Blacktown City Council,Alterations and additions to residential development,Determined,12,1793165.6,163015.05454545456,2026-03-22 08:44:07.7
Blacktown City Council,Alterations and additions to residential development,Rejected,1,10000.0,10000.0,2026-03-20 22:44:00.557
Blacktown City Council,Attached dwelling,Determined,2,1422526.56,711263.28,2026-03-22 07:37:42.72
Blacktown City Council,"Balconies, decks, patios, terraces or verandahs",Determined,4,186088.0,46522.0,2026-03-28 21:56:07.433
Blacktown City Council,"Balconies, decks, patios, terraces or verandahs",Withdrawn,1,60000.0,60000.0,2026-03-20 22:54:43.29
Blacktown City Council,Boarding house,Determined,1,1800000.0,1800000.0,2026-03-22 08:20:45.923
Blacktown City Council,Business premises,Determined,1,,,2026-03-22 07:40:00.88
Blacktown City Council,Centre based childcare,Determined,3,3007564.0,1503782.0,2026-03-22 07:40:00.88
Blacktown City Council,Change of use,Determined,4,1079750.0,269937.5,2026-03-22 07:51:38.69
Blacktown City Council,Change of use,Withdrawn,2,192004.0,96002.0,2026-03-22 07:53:07.677
Blacktown City Council,Data storage premises,Under Assessment,1,16859420.0,16859420.0,2026-03-22 07:34:25.657
Blacktown City Council,Demolition,Determined,14,7953794.5600000005,568128.1828571429,2026-03-28 23:37:55.84
Blacktown City Council,Demolition,Withdrawn,1,3245558.0,3245558.0,2026-03-20 22:25:45.627
Blacktown City Council,Dual occupancy,Determined,10,5483505.0,548350.5,2026-03-22 08:31:38.67
Blacktown City Council,Dwelling,Deferred Commencement,1,1132300.0,1132300.0,2026-03-20 23:12:03.43
Blacktown City Council,Dwelling,Determined,160,57227700.81,381518.0054,2026-03-28 23:51:33.263
Blacktown City Council,Dwelling,Withdrawn,3,480004.0,240002.0,2026-03-22 07:53:07.677
Blacktown City Council,Food and drink premises,Withdrawn,1,0.0,0.0,2026-03-22 07:26:10.483
Blacktown City Council,"Garages, carports and car parking spaces",Determined,7,1550506.0,221500.85714285713,2026-03-22 08:43:44.967
Blacktown City Council,Health services facilities,Determined,1,686630.76,686630.76,2026-03-20 22:28:35.863
Blacktown City Council,Home business,Determined,1,0.0,0.0,2026-03-28 23:48:04.873
Blacktown City Council,Industrial development,Additional Information Requested,1,0.0,0.0,2026-03-20 22:26:23.9
Blacktown City Council,Industrial development,Under Assessment,1,16859420.0,16859420.0,2026-03-22 07:34:25.657
Blacktown City Council,Multi-dwelling housing,Determined,3,500000.0,250000.0,2026-03-22 07:37:14.627
Blacktown City Council,Multi-dwelling housing,Withdrawn,1,3245558.0,3245558.0,2026-03-20 22:25:45.627
Blacktown City Council,Office premises,Determined,1,0.0,0.0,2026-03-22 08:38:15.003
Blacktown City Council,Other,Determined,12,23070334.0,2307033.4,2026-03-28 23:50:37.05
Blacktown City Council,Other,Withdrawn,2,0.0,0.0,2026-03-28 23:38:00.9
Blacktown City Council,Pools / decks / fencing,Determined,2,490037.0,245018.5,2026-03-22 07:31:19.327
Blacktown City Council,Pools / decks / fencing,Withdrawn,1,60000.0,60000.0,2026-03-20 22:54:43.29
Blacktown City Council,Recreational Uses,Determined,1,50000.0,50000.0,2026-03-20 22:27:11.23
Blacktown City Council,Residential flat building,Determined,4,,,2026-03-27 22:39:10.37
Blacktown City Council,Retail premises ,Determined,4,4191800.0,1397266.6666666667,2026-03-22 07:40:00.88
Blacktown City Council,"Retaining walls, protection of trees",Determined,2,1104141.0,552070.5,2026-03-27 22:38:10.793
Blacktown City Council,Secondary dwelling,Determined,11,3340570.0,303688.1818181818,2026-03-27 22:38:10.793
Blacktown City Council,Secondary dwelling,Rejected,2,120000.0,60000.0,2026-03-20 23:11:55.63
Blacktown City Council,Secondary dwelling,Withdrawn,1,190004.0,190004.0,2026-03-22 07:53:07.677
Blacktown City Council,Semi-attached dwelling,Determined,2,780000.0,390000.0,2026-03-22 07:40:18.077
Blacktown City Council,Semi-attached dwelling,Withdrawn,1,645000.0,645000.0,2026-03-22 08:26:11.437
Blacktown City Council,Signage,Determined,6,3659152.0,914788.0,2026-03-22 08:38:15.003
Blacktown City Council,Signage,Withdrawn,1,2000.0,2000.0,2026-03-20 23:20:54.15
Blacktown City Council,Subdivision of land,Deferred Commencement,1,1132300.0,1132300.0,2026-03-20 23:12:03.43
Blacktown City Council,Subdivision of land,Determined,17,11860230.0,741264.375,2026-03-27 22:38:15.977
Blacktown City Council,Subdivision of land,Under Assessment,1,1500000.0,1500000.0,2026-03-20 23:20:35.523
Blacktown City Council,Subdivision of land,Withdrawn,1,645000.0,645000.0,2026-03-22 08:26:11.437
Blacktown City Council,Take-away food and drink premises,Determined,3,745432.0,372716.0,2026-03-22 07:40:00.88
Bland Shire Council,Change of use,Determined,1,600000.0,600000.0,2026-03-22 07:25:23.763
Bland Shire Council,Earthworks / change in levels,Determined,1,600000.0,600000.0,2026-03-22 07:25:23.763
Bland Shire Council,Subdivision of land,Determined,1,600000.0,600000.0,2026-03-22 07:25:23.763
Blayney Shire Council,Dwelling,Withdrawn,1,550000.0,550000.0,2026-03-22 07:37:19.587
Blayney Shire Council,"Garages, carports and car parking spaces",Determined,1,25000.0,25000.0,2026-03-22 08:10:37.793
Blayney Shire Council,Pools / decks / fencing,Determined,1,48280.0,48280.0,2026-03-28 21:56:37.097
Blue Mountains City Council,Alterations and additions to residential development,Determined,5,518860.0,103772.0,2026-03-28 23:53:30.76
Blue Mountains City Council,Alterations and additions to residential development,Withdrawn,1,490000.0,490000.0,2026-03-27 22:41:59.033
Blue Mountains City Council,"Balconies, decks, patios, terraces or verandahs",Determined,4,77010.0,19252.5,2026-03-27 22:40:33.863
Blue Mountains City Council,Demolition,Determined,1,523651.0,523651.0,2026-03-28 23:49:01.43
Blue Mountains City Council,Dwelling,Cancelled,1,198000.0,198000.0,2026-03-20 22:56:20.067
Blue Mountains City Council,Dwelling,Determined,14,5197284.0,371234.5714285714,2026-03-28 23:51:43.84
Blue Mountains City Council,Earthworks / change in levels,Determined,1,50000.0,50000.0,2026-03-22 07:59:26.147
Blue Mountains City Council,"Garages, carports and car parking spaces",Determined,4,132250.0,33062.5,2026-03-22 08:20:58.59
Blue Mountains City Council,"Garages, carports and car parking spaces",Withdrawn,2,22750.0,11375.0,2026-03-28 23:47:49.277
Blue Mountains City Council,Hotel or motel accommodation,Determined,1,63700.0,63700.0,2026-03-20 23:01:03.207
Blue Mountains City Council,Other,Determined,2,90000.0,45000.0,2026-03-28 23:52:26.683
Blue Mountains City Council,Pools / decks / fencing,Determined,4,491000.0,122750.0,2026-03-28 23:53:46.32
Blue Mountains City Council,Pools / decks / fencing,Rejected,1,3000.0,3000.0,2026-03-22 07:37:58.427
Blue Mountains City Council,"Retaining walls, protection of trees",Determined,1,50000.0,50000.0,2026-03-22 07:59:26.147
Blue Mountains City Council,Secondary dwelling,Determined,1,126250.0,126250.0,2026-03-22 07:40:14.257
Blue Mountains City Council,Secondary dwelling,Withdrawn,1,490000.0,490000.0,2026-03-27 22:41:59.033
Blue Mountains City Council,Shed,Determined,4,171000.0,42750.0,2026-03-22 08:16:57.077
Bogan Shire Council,Shed,Determined,1,16000.0,16000.0,2026-03-28 23:51:38.217
Broken Hill City Council,Shed,Determined,1,43300.0,43300.0,2026-03-21 22:58:59.817
Burwood Council,Alterations and additions to commercial development,Determined,1,138124.0,138124.0,2026-03-20 22:47:17
Burwood Council,Alterations and additions to residential development,Determined,2,665000.0,332500.0,2026-03-22 07:31:06.527
Burwood Council,Boarding house,Determined,2,222000.0,222000.0,2026-03-22 07:25:49.743
Burwood Council,Demolition,Determined,4,1283000.0,320750.0,2026-03-20 23:20:31.83
Burwood Council,Dual occupancy,Withdrawn,1,792760.0,792760.0,2026-03-22 08:04:32.26
Burwood Council,Dwelling,Determined,2,1824200.0,912100.0,2026-03-22 08:36:25.843
Burwood Council,Dwelling,Withdrawn,1,792760.0,792760.0,2026-03-22 08:04:32.26
Burwood Council,Educational establishment ,Determined,1,,,2026-03-20 22:34:02.57
Burwood Council,"Garages, carports and car parking spaces",Determined,3,71640.0,23880.0,2026-03-20 23:30:46.367
Burwood Council,Mixed use development,Determined,3,21876261.0,21876261.0,2026-03-22 08:42:12.55
Burwood Council,Other,Determined,2,1259803.0,629901.5,2026-03-22 07:37:24.12
Burwood Council,Place of public worship,Determined,1,250000.0,250000.0,2026-03-20 22:56:46.13
Burwood Council,Pools / decks / fencing,Determined,1,59000.0,59000.0,2026-03-20 22:57:02.573
Burwood Council,Restaurant or cafe,Determined,1,1159803.0,1159803.0,2026-03-22 07:37:24.12
Burwood Council,Secondary dwelling,Determined,1,100000.0,100000.0,2026-03-20 23:20:31.83
Burwood Council,Signage,Determined,1,1159803.0,1159803.0,2026-03-22 07:37:24.12
Byron Shire Council,Alterations and additions to commercial development,Determined,3,528872.0,176290.66666666666,2026-03-22 07:40:24.587
Byron Shire Council,Alterations and additions to commercial development,Withdrawn,1,4591600.0,4591600.0,2026-03-20 22:39:00.973
Byron Shire Council,Alterations and additions to residential development,Deferred Commencement,1,157700.0,157700.0,2026-03-20 22:24:06.833
Byron Shire Council,Alterations and additions to residential development,Determined,37,7398790.0,211394.0,2026-03-28 22:28:52.77
Byron Shire Council,Alterations and additions to residential development,Withdrawn,2,985000.0,492500.0,2026-03-20 22:47:57.693
Byron Shire Council,"Balconies, decks, patios, terraces or verandahs",Determined,7,297656.63,49609.43833333333,2026-03-22 07:31:23.127
Byron Shire Council,"Balconies, decks, patios, terraces or verandahs",Withdrawn,1,80000.0,80000.0,2026-03-20 22:54:43.19
Byron Shire Council,Centre based childcare,Determined,1,0.0,0.0,2026-03-20 22:58:45.25
Byron Shire Council,Change of use,Determined,1,0.0,0.0,2026-03-22 07:35:06.453
Byron Shire Council,Demolition,Determined,6,14855862.0,2475977.0,2026-03-22 08:42:06.29
Byron Shire Council,Demolition,Withdrawn,2,7454633.0,3727316.5,2026-03-20 22:50:02.643
Byron Shire Council,Dual occupancy,Deferred Commencement,2,227500.0,113750.0,2026-03-22 08:41:54.717
Byron Shire Council,Dual occupancy,Determined,14,13597309.0,971236.3571428572,2026-03-22 08:39:15.99
Byron Shire Council,Dwelling,Determined,19,13109418.0,728301.0,2026-03-28 23:34:33.063
Byron Shire Council,Dwelling,Operational consent issued,1,0.0,0.0,2026-03-20 23:21:29.97
Byron Shire Council,Dwelling,Withdrawn,1,2863033.0,2863033.0,2026-03-20 22:50:02.643
Byron Shire Council,Farm buildings,Withdrawn,1,1470887.0,1470887.0,2026-03-28 22:31:01.61
Byron Shire Council,"Garages, carports and car parking spaces",Determined,6,1512359.0,302471.8,2026-03-28 22:28:52.77
Byron Shire Council,"Garages, carports and car parking spaces",Operational consent issued,1,0.0,0.0,2026-03-20 23:21:29.97
Byron Shire Council,"Garages, carports and car parking spaces",Withdrawn,1,4591600.0,4591600.0,2026-03-20 22:39:00.973
Byron Shire Council,Group homes ,Determined,1,361020.0,361020.0,2026-03-28 23:21:19.027
Byron Shire Council,Hotel or motel accommodation,Determined,1,5000000.0,5000000.0,2026-03-28 22:42:08.587
Byron Shire Council,Industrial development,Determined,2,3590000.0,1795000.0,2026-03-20 22:48:13.123
Byron Shire Council,Mixed use development,Determined,1,5000.0,5000.0,2026-03-20 23:06:23.54
Byron Shire Council,Multi-dwelling housing,Deferred Commencement,1,1100000.0,1100000.0,2026-03-21 23:03:08.347
Byron Shire Council,Multi-dwelling housing,Determined,2,5368000.0,2684000.0,2026-03-28 22:29:55.987
Byron Shire Council,Other,Deferred Commencement,2,2858900.0,1429450.0,2026-03-21 23:20:46.407
Byron Shire Council,Other,Determined,29,4127071.0,142312.7931034483,2026-03-28 22:28:52.77
Byron Shire Council,Other,Operational consent issued,1,0.0,0.0,2026-03-20 23:21:29.97
Byron Shire Council,Other,Withdrawn,3,84000.0,28000.0,2026-03-28 23:50:56.623
Byron Shire Council,Pools / decks / fencing,Deferred Commencement,2,2761000.0,1380500.0,2026-03-22 08:43:34.573
Byron Shire Council,Pools / decks / fencing,Determined,24,11800133.0,513049.26086956525,2026-03-28 23:52:31.57
Byron Shire Council,Pools / decks / fencing,Operational consent issued,1,0.0,0.0,2026-03-20 23:21:29.97
Byron Shire Council,Pools / decks / fencing,Withdrawn,1,940000.0,940000.0,2026-03-20 22:33:50.48
Byron Shire Council,Recreational Uses,Determined,1,0.0,0.0,2026-03-20 22:28:51.44
Byron Shire Council,Restaurant or cafe,Deferred Commencement,1,2761000.0,2761000.0,2026-03-21 23:20:46.407
Byron Shire Council,Retail premises ,Withdrawn,1,4591600.0,4591600.0,2026-03-20 22:39:00.973
Byron Shire Council,"Retaining walls, protection of trees",Determined,2,201024.0,100512.0,2026-03-20 23:20:51.783
Byron Shire Council,Secondary dwelling,Determined,19,4096485.0,215604.47368421053,2026-03-22 08:44:09
Byron Shire Council,Secondary dwelling,Withdrawn,2,99550.0,49775.0,2026-03-20 23:15:45.877
Byron Shire Council,Shed,Determined,1,28000.0,28000.0,2026-03-22 08:43:36.37
Byron Shire Council,Shed,Withdrawn,1,250000.0,250000.0,2026-03-20 22:49:01.48
Byron Shire Council,Small bar,Withdrawn,1,4591600.0,4591600.0,2026-03-20 22:39:00.973
Byron Shire Council,Stratum / community title subdivision,Determined,2,3689400.0,1844700.0,2026-03-28 22:29:55.987
Byron Shire Council,Subdivision of land,Deferred Commencement,1,1100000.0,1100000.0,2026-03-21 23:03:08.347
Byron Shire Council,Subdivision of land,Determined,2,16000.0,8000.0,2026-03-20 23:06:30.527
Byron Shire Council,Subdivision of land,Withdrawn,2,50900.0,25450.0,2026-03-20 23:25:24.793
Cabonne Shire Council,Dwelling,Determined,1,240000.0,240000.0,2026-03-22 08:11:43.287
Cabonne Shire Council,Shed,Determined,1,240000.0,240000.0,2026-03-22 08:11:43.287
Camden Council,Alterations and additions to commercial,Determined,1,10000.0,10000.0,2026-03-20 22:49:52.653
Camden Council,Alterations and additions to commercial development,Determined,3,269100.0,89700.0,2026-03-22 07:57:48.593
Camden Council,Alterations and additions to industrial development,Determined,1,5000.0,5000.0,2026-03-22 08:44:02.167
Camden Council,Alterations and additions to residential development,Determined,10,1461377.0899999999,162375.2322222222,2026-03-22 08:43:59.623
Camden Council,Attached dwelling,Determined,1,1760810.0,1760810.0,2026-03-22 08:38:19.12
Camden Council,"Balconies, decks, patios, terraces or verandahs",Determined,4,1000530.0,250132.5,2026-03-22 08:20:27.017
Camden Council,Centre based childcare,Determined,2,2724332.0,1362166.0,2026-03-20 23:20:33.957
Camden Council,Change of use,Determined,5,486546.0,97309.2,2026-03-22 08:20:22.42
Camden Council,Demolition,Determined,1,200000.0,200000.0,2026-03-28 23:51:51.623
Camden Council,Dual occupancy,Determined,4,2254699.0,563674.75,2026-03-20 23:10:03.37
Camden Council,Dwelling,Determined,88,37835077.0,429944.0568181818,2026-03-28 23:50:02.31
Camden Council,Dwelling,Rejected,1,364573.0,364573.0,2026-03-20 22:48:06.077
Camden Council,Dwelling,Withdrawn,7,2151116.0,307302.28571428574,2026-03-28 23:47:46.407
Camden Council,Earthworks / change in levels,Determined,4,3000810.0,750202.5,2026-03-22 08:38:19.12
Camden Council,Farm buildings,Withdrawn,1,120000.0,120000.0,2026-03-20 23:06:07.197
Camden Council,"Garages, carports and car parking spaces",Determined,4,1036049.0,259012.25,2026-03-20 23:10:03.37
Camden Council,Home business,Determined,2,3000.0,1500.0,2026-03-22 07:40:19.667
Camden Council,Home business,Withdrawn,1,1000.0,1000.0,2026-03-20 22:44:27.443
Camden Council,Industrial development,Determined,3,3105000.0,1035000.0,2026-03-22 08:44:02.167
Camden Council,Multi-dwelling housing,Determined,1,2500000.0,2500000.0,2026-03-20 23:21:26.377
Camden Council,Multi-dwelling housing,Withdrawn,1,6589000.0,6589000.0,2026-03-20 22:33:55.017
Camden Council,Office premises,Determined,2,582482.7,291241.35,2026-03-20 23:16:32.003
Camden Council,Other,Determined,11,1989700.0,221077.77777777778,2026-03-28 23:46:26.383
Camden Council,Other,Rejected,1,5000.0,5000.0,2026-03-20 23:06:36.813
Camden Council,Other,Withdrawn,2,563000.0,281500.0,2026-03-22 08:11:42.767
Camden Council,Pools / decks / fencing,Determined,14,3557349.0,254096.35714285713,2026-03-28 23:47:48.657
Camden Council,Pools / decks / fencing,Withdrawn,1,53000.0,53000.0,2026-03-28 23:26:08.203
Camden Council,Recreational Uses,Determined,1,200000.0,200000.0,2026-03-28 23:51:51.623
Camden Council,Retail premises ,Determined,1,0.0,0.0,2026-03-20 22:39:39.887
Camden Council,"Retaining walls, protection of trees",Determined,1,19000.0,19000.0,2026-03-20 22:41:31.08
Camden Council,"Retaining walls, protection of trees",Withdrawn,6,45000.0,7500.0,2026-03-20 23:25:43.307
Camden Council,Secondary dwelling,Determined,15,5780675.0,385378.3333333333,2026-03-28 23:50:02.31
Camden Council,Secondary dwelling,Rejected,1,364573.0,364573.0,2026-03-20 22:48:06.077
Camden Council,Secondary dwelling,Withdrawn,1,400000.0,400000.0,2026-03-22 07:39:50.39
Camden Council,Semi-attached dwelling,Determined,1,450000.0,450000.0,2026-03-20 22:49:09.78
Camden Council,Semi-attached dwelling,Rejected,1,300.0,300.0,2026-03-20 23:30:49.79
Camden Council,Shed,Determined,5,980000.0,196000.0,2026-03-27 22:38:11.867
Camden Council,Signage,Determined,1,3000.0,3000.0,2026-03-20 22:28:49.137
Camden Council,Stratum / community title subdivision,Determined,1,17761332.0,17761332.0,2026-03-20 23:06:12.18
Camden Council,Subdivision of land,Deferred Commencement,1,,,2026-03-20 22:53:28.963
Camden Council,Subdivision of land,Determined,18,17970747.95,1057102.8205882353,2026-03-28 23:34:26.777
Campbelltown City Council,Alterations and additions to commercial development,Determined,3,407009.9,135669.96666666667,2026-03-22 08:32:55.593
Campbelltown City Council,Alterations and additions to commercial development,Withdrawn,1,25000.0,25000.0,2026-03-28 22:25:25.033
Campbelltown City Council,Alterations and additions to industrial,Determined,1,100000.0,100000.0,2026-03-20 23:00:13.33
Campbelltown City Council,Alterations and additions to residential development,Determined,7,1154200.0,164885.7142857143,2026-03-28 23:55:10.973
Campbelltown City Council,Alterations and additions to residential development,Withdrawn,3,829905.0,276635.0,2026-03-22 08:40:51.197
Campbelltown City Council,Attached dwelling,Determined,1,225000.0,225000.0,2026-03-22 08:38:15.5
Campbelltown City Council,"Balconies, decks, patios, terraces or verandahs",Determined,1,60000.0,60000.0,2026-03-20 22:52:14.65
Campbelltown City Council,Centre based childcare,Determined,1,0.0,0.0,2026-03-20 22:38:41.463
Campbelltown City Council,Change of use,Determined,3,2942278.0,980759.3333333334,2026-03-28 23:48:52.867
Campbelltown City Council,Commercial development,Determined,1,0.0,0.0,2026-03-20 23:20:04.48
Campbelltown City Council,Demolition,Determined,3,1300250.0,433416.6666666667,2026-03-20 23:10:05.247
Campbelltown City Council,Dual occupancy,Determined,4,2170250.0,542562.5,2026-03-20 23:25:54.053
Campbelltown City Council,Dual occupancy,Withdrawn,1,440000.0,440000.0,2026-03-22 08:40:51.197
Campbelltown City Council,Dwelling,Determined,80,68592723.0,868262.3164556962,2026-03-22 08:39:18.513
Campbelltown City Council,Dwelling,Withdrawn,6,3090129.0,515021.5,2026-03-22 08:40:51.197
Campbelltown City Council,Farm buildings,Determined,1,61636.8,61636.8,2026-03-22 07:34:37.38
Campbelltown City Council,"Garages, carports and car parking spaces",Determined,3,605250.0,201750.0,2026-03-28 23:51:41.857
Campbelltown City Council,"Garages, carports and car parking spaces",Withdrawn,1,45680.0,45680.0,2026-03-20 22:33:45.763
